response_id	property_id	stay_date_weekday	season	purpose	channel	loyalty_tier	room_type	stay_nights	lead_time_days	rate_usd	issue_reported	cleanliness_score	staff_friendliness_score	checkin_score	room_comfort_score	value_for_money_score	wifi_score	breakfast_score	noise_level_score	problem_resolution_score	overall_satisfaction_score	likelihood_to_recommend	comment_text
R003473	H020	Sun	Fall	Leisure	OTA	None	Premium	2	37	159.12	0	5	5	6	5	3	5	6	7	4	5	5	issue was resolved quickly; okay overall
R003474	H009	Tue	Fall	Business	Direct	None	Standard	6	1	80.0	0	4	3	4	5	3	4	1	6	4	3	2	room felt small; needs improvement
R003475	H016	Wed	Winter	Leisure	Direct	None	Standard	5	26	223.34	0	7	9	10	10	6	7	8	4	8	8	8	great service from the team; okay overall
R003476	H009	Thu	Spring	Business	Direct	Silver	Standard	2	7	212.64	0	7	6	10	8	5	7	8	8	6	8	6	fees felt high; okay overall
R003477	H014	Sun	Winter	Leisure	Corporate	Silver	Premium	2	10	206.34	0	6	9	8	8	7	5	5	8	3	6	5	slow response from staff; okay overall
R003478	H020	Mon	Spring	Leisure	OTA	Silver	Standard	5	29	200.78	0	6	10	7	7	8	4	7	6	9	7	6	room was spotless; wifi kept dropping; met expectations
R003479	H017	Sat	Spring	Leisure	Direct	Gold	Standard	7	15	157.95	0	10	10	9	8	7	10	10	7	7	10	10	AC was loud; issue was resolved quickly; would definitely return
R003480	H014	Fri	Fall	Leisure	Corporate	Diamond	Standard	2	49	138.58	0	7	7	3	8	9	5	8	8	8	7	6	overpriced for what you get; could be better
R003481	H017	Wed	Winter	Business	Direct	None	Standard	2	24	113.94	1	6	7	5	5	7	5	7	6	8	6	6	front desk was unhelpful; AC was loud; could be better
R003482	H004	Sat	Fall	Leisure	Direct	None	Standard	7	10	267.58	0	3	3	1	3	2	3	2	1	5	2	1	mobile check-in worked well; needs improvement
R003483	H016	Fri	Fall	Leisure	Corporate	None	Standard	6	24	173.77	0	5	7	9	6	10	5	7	5	3	6	5	room was spotless; met expectations
R003484	H020	Tue	Spring	Leisure	OTA	None	Standard	5	15	80.0	0	3	6	5	7	7	3	5	3	6	5	4	limited breakfast options; met expectations
R003485	H020	Wed	Summer	Leisure	Corporate	None	Premium	3	28	173.25	0	4	5	6	3	4	5	1	5	1	3	4	AC was loud; won’t be back
R003486	H006	Wed	Summer	Leisure	Corporate	Gold	Standard	4	14	80.0	1	7	4	7	6	4	8	5	6	7	6	5	front desk was unhelpful; could be better
R003487	H009	Wed	Spring	Leisure	Group	None	Premium	2	23	189.88	0	5	3	4	4	3	6	7	5	4	4	4	maintenance fixed it; needs improvement
R003488	H014	Sat	Summer	Leisure	Direct	None	Standard	6	20	183.58	1	3	3	4	4	4	2	7	4	6	4	4	bathroom could be cleaner; needs improvement
R003489	H002	Fri	Summer	Business	Corporate	Silver	Standard	4	19	142.48	0	2	7	4	4	4	7	4	6	2	4	4	keys didn’t work at first; needs improvement
R003490	H014	Sat	Winter	Business	Corporate	Diamond	Standard	6	31	118.63	0	8	8	10	7	9	8	8	9	10	8	7	breakfast was great; could be better
R003491	H006	Thu	Fall	Leisure	Direct	None	Standard	7	0	208.75	0	4	4	1	3	3	1	1	5	1	3	2	good value; issue was resolved quickly; not what I expected
R003492	H017	Wed	Spring	Business	Group	Gold	Premium	1	19	170.02	0	3	6	4	1	2	3	2	1	1	3	3	bathroom could be cleaner; won’t be back
R003493	H013	Mon	Winter	Leisure	OTA	Gold	Standard	7	10	80.0	0	5	8	8	7	4	4	7	9	6	7	8	fees felt high; met expectations
R003494	H008	Sat	Fall	Leisure	Corporate	None	Premium	3	2	247.23	0	4	2	2	4	1	2	4	1	3	2	2	maintenance fixed it; could hear neighbors; won’t be back
R003495	H002	Mon	Winter	Business	OTA	Silver	Standard	3	8	118.61	0	8	7	5	4	3	6	3	6	3	5	5	took too long to address; met expectations
R003496	H014	Wed	Winter	Leisure	OTA	None	Standard	4	11	95.91	0	5	7	4	3	4	7	4	2	8	5	5	internet was reliable; met expectations
R003497	H011	Fri	Spring	Leisure	Direct	None	Standard	3	15	256.52	0	4	5	3	4	1	4	4	4	6	4	5	maintenance fixed it; noise from hallway; needs improvement
R003498	H013	Sat	Spring	Leisure	Group	None	Standard	3	22	238.57	0	6	5	5	3	8	5	3	4	7	5	4	keys didn’t work at first; okay overall
R003499	H001	Mon	Spring	Business	OTA	None	Premium	5	25	149.77	0	4	4	3	3	2	6	5	2	1	3	4	breakfast was crowded; problem wasn’t resolved; not what I expected
R003500	H009	Fri	Summer	Leisure	Direct	Gold	Standard	3	13	99.85	0	6	4	5	8	4	2	6	6	7	5	4	maintenance fixed it; okay overall
R003501	H016	Tue	Spring	Business	Direct	Gold	Standard	5	37	120.42	0	6	8	6	6	5	7	6	5	8	7	7	breakfast was crowded; could be better
R003502	H019	Sat	Summer	Leisure	Corporate	None	Premium	3	14	148.75	0	3	4	2	1	3	3	1	3	1	2	3	staff was friendly; AC was loud; not what I expected
R003503	H008	Fri	Winter	Business	Direct	Silver	Standard	3	0	247.97	0	1	3	4	2	1	3	3	3	3	2	3	limited breakfast options; not what I expected
R003504	H006	Sat	Spring	Leisure	OTA	None	Standard	1	14	252.7	0	1	3	3	3	1	4	1	1	1	2	1	wifi kept dropping; fees felt high; won’t be back
R003505	H015	Mon	Fall	Leisure	OTA	None	Standard	7	19	184.96	0	3	4	3	3	1	4	3	5	5	4	4	breakfast was great; great view from the room; not what I expected
R003506	H005	Thu	Fall	Leisure	Direct	Silver	Standard	1	0	214.01	0	8	10	7	7	9	7	8	7	10	9	10	check-in was quick; highly recommend
R003507	H018	Tue	Summer	Business	OTA	None	Premium	4	32	162.44	0	6	6	3	6	8	6	5	7	7	6	6	good coffee; could be better
R003508	H013	Thu	Spring	Leisure	Direct	Gold	Standard	2	17	122.63	0	4	6	5	4	5	2	5	7	4	4	3	limited breakfast options; not what I expected
R003509	H019	Sun	Summer	Leisure	Group	None	Standard	7	4	84.96	0	4	2	4	3	2	3	4	2	1	2	2	cleaning was excellent; won’t be back
R003510	H004	Mon	Fall	Business	Corporate	Gold	Suite	1	6	194.38	1	7	9	6	6	5	8	4	6	7	7	7	quiet at night; overpriced for what you get; could be better
R003511	H002	Fri	Fall	Leisure	Direct	None	Standard	3	27	229.02	0	4	5	6	5	1	9	3	2	3	3	3	bed was comfortable; street noise was noticeable; won’t be back
R003512	H017	Tue	Summer	Leisure	OTA	None	Standard	4	29	144.36	0	5	5	4	3	2	1	5	4	1	3	2	could hear neighbors; great service from the team; won’t be back
R003513	H006	Thu	Summer	Leisure	OTA	Gold	Suite	7	10	246.25	0	4	5	6	4	3	3	2	6	9	5	5	wifi kept dropping; could be better
R003514	H007	Thu	Winter	Leisure	Group	Silver	Standard	2	2	151.9	0	4	5	4	4	7	5	1	3	5	4	6	room was spotless; needs improvement
R003515	H006	Thu	Winter	Leisure	OTA	None	Standard	6	20	180.02	0	1	3	1	3	1	4	9	1	6	3	3	bathroom could be cleaner; room felt small; needs improvement
R003516	H009	Fri	Winter	Leisure	OTA	Gold	Premium	1	22	161.74	1	3	7	6	4	3	7	1	4	6	5	3	quiet at night; okay overall
R003517	H018	Sun	Spring	Leisure	Group	None	Standard	3	25	249.19	0	9	6	7	6	7	10	5	9	7	8	7	breakfast was great; front desk was unhelpful; okay overall
R003518	H014	Sat	Winter	Business	Direct	None	Suite	6	11	204.56	1	6	6	7	7	3	8	10	10	7	6	7	room was spotless; breakfast was great; okay overall
R003519	H002	Sun	Spring	Business	OTA	None	Standard	3	17	171.5	0	3	3	1	6	5	4	5	1	5	4	4	long line at check-in; not what I expected
R003520	H018	Tue	Summer	Leisure	Direct	Silver	Standard	5	18	179.6	0	4	4	5	4	5	3	5	1	10	4	4	AC was loud; won’t be back
R003521	H009	Sun	Summer	Business	OTA	Silver	Standard	3	30	103.67	0	4	6	2	3	2	3	5	3	3	4	4	bathroom could be cleaner; issue was resolved quickly; won’t be back
R003522	H014	Wed	Summer	Leisure	OTA	Gold	Standard	7	34	80.0	0	6	7	6	10	8	7	8	6	3	8	9	overpriced for what you get; met expectations
R003523	H008	Mon	Spring	Business	Group	Silver	Premium	1	37	143.11	1	4	7	3	5	7	1	4	4	2	4	5	breakfast was crowded; needs improvement
R003524	H002	Thu	Summer	Business	OTA	None	Standard	7	34	163.36	0	4	1	1	2	3	2	4	1	6	3	3	great service from the team; needs improvement
R003525	H009	Tue	Fall	Business	Direct	None	Standard	2	40	206.88	0	3	2	2	3	3	1	4	4	1	3	3	wifi was weak in the room; not what I expected
R003526	H007	Sat	Spring	Business	Corporate	None	Standard	5	30	165.21	0	3	2	3	4	1	1	4	2	2	3	3	fees felt high; hallways felt dirty; not what I expected
R003527	H001	Mon	Fall	Business	Corporate	Gold	Standard	2	11	146.85	1	8	8	6	7	6	5	5	6	6	7	5	issue was resolved quickly; met expectations
R003528	H016	Thu	Spring	Business	OTA	None	Standard	6	36	80.0	0	7	8	9	9	9	6	9	9	10	8	10	good coffee; bathroom could be cleaner; okay overall
R003529	H018	Wed	Summer	Leisure	Corporate	Silver	Standard	5	1	206.63	0	5	4	4	2	3	5	2	1	3	4	4	staff was friendly; not what I expected
R003530	H019	Tue	Summer	Business	Direct	Silver	Standard	2	46	187.66	0	1	4	6	3	5	7	4	2	4	4	3	check-in was quick; room felt small; won’t be back
R003531	H005	Sun	Summer	Business	OTA	Gold	Suite	2	6	223.83	0	5	7	5	8	7	7	10	6	8	7	7	hallways felt dirty; could be better
R003532	H013	Thu	Fall	Business	Direct	None	Premium	5	29	176.64	1	5	9	8	4	6	9	6	7	5	7	6	AC was loud; could be better
R003533	H011	Wed	Spring	Business	Direct	None	Standard	4	35	243.81	1	4	8	5	5	4	5	8	5	6	5	7	good coffee; bathroom could be cleaner; okay overall
R003534	H012	Sat	Fall	Business	Group	Diamond	Premium	4	24	141.97	0	8	9	7	8	7	10	5	9	9	8	8	bathroom could be cleaner; street noise was noticeable; could be better
R003535	H016	Sat	Fall	Leisure	Corporate	Silver	Standard	3	0	172.57	1	9	10	7	9	8	9	9	7	2	7	7	street noise was noticeable; met expectations
R003536	H008	Thu	Fall	Leisure	Direct	Silver	Standard	5	7	189.43	0	3	2	3	2	2	2	5	1	1	3	4	issue was resolved quickly; not what I expected
R003537	H006	Tue	Winter	Business	Direct	Gold	Standard	7	22	214.59	0	5	5	6	5	4	5	9	5	1	4	3	check-in was quick; not what I expected
R003538	H010	Sun	Winter	Leisure	Group	Diamond	Premium	1	26	199.98	0	9	5	8	8	8	10	9	10	9	8	8	staff was friendly; met expectations
R003539	H014	Wed	Fall	Business	Direct	None	Standard	5	16	203.66	0	6	6	4	5	4	9	3	5	7	6	6	AC was loud; okay overall
R003540	H009	Tue	Summer	Business	Direct	Diamond	Standard	7	19	191.13	0	4	6	9	7	9	8	5	5	6	6	6	issue was resolved quickly; noise from hallway; could be better
R003541	H007	Mon	Fall	Leisure	Direct	None	Standard	2	0	163.44	0	6	6	7	3	5	3	3	3	6	6	5	street noise was noticeable; could be better
R003542	H002	Mon	Spring	Business	Direct	Diamond	Standard	3	39	229.08	0	7	7	5	8	10	6	7	4	1	6	5	wifi kept dropping; met expectations
R003543	H012	Sun	Fall	Leisure	Direct	None	Standard	4	13	80.0	0	5	6	5	3	4	4	6	6	1	5	2	took too long to address; wifi was fast; met expectations
R003544	H001	Sun	Fall	Business	Group	None	Standard	6	27	137.25	0	5	6	8	5	3	7	6	3	6	6	5	maintenance fixed it; okay overall
R003545	H010	Thu	Fall	Business	Direct	None	Premium	5	35	270.51	0	10	10	8	10	6	8	8	8	10	9	9	slow response from staff; took too long to address; highly recommend
R003546	H013	Fri	Summer	Business	OTA	Gold	Standard	7	4	134.64	0	8	6	4	7	5	3	7	5	1	5	6	overpriced for what you get; wifi was fast; met expectations
R003547	H010	Sat	Winter	Business	Corporate	Diamond	Standard	4	20	170.31	0	7	7	10	9	6	7	6	4	9	8	9	wifi was weak in the room; could be better
R003548	H011	Thu	Summer	Leisure	OTA	None	Premium	7	21	258.27	0	4	6	4	6	1	3	3	1	3	4	3	good value; needs improvement
R003549	H006	Fri	Summer	Business	Corporate	None	Standard	4	15	167.43	0	4	4	2	5	4	3	4	8	7	4	4	good value; not what I expected
R003550	H005	Sun	Spring	Leisure	OTA	None	Standard	3	29	124.97	0	10	10	6	9	8	10	8	9	9	8	9	mobile check-in worked well; okay overall
R003551	H017	Tue	Spring	Leisure	OTA	None	Standard	5	10	246.9	0	5	5	4	3	1	4	4	5	1	3	3	internet was reliable; not what I expected
R003552	H018	Tue	Fall	Leisure	OTA	Gold	Standard	3	19	157.64	0	5	5	5	6	9	2	6	2	3	7	7	quiet at night; met expectations
R003553	H004	Sat	Winter	Business	Corporate	None	Standard	5	14	161.74	0	2	4	3	4	3	2	1	5	5	3	4	good coffee; not what I expected
R003554	H005	Fri	Spring	Business	Corporate	Diamond	Standard	5	46	80.0	0	8	10	6	8	7	10	7	8	10	8	9	fees felt high; okay overall
R003555	H008	Tue	Summer	Business	Corporate	Diamond	Premium	1	10	167.36	0	10	5	3	7	6	4	4	7	6	8	7	breakfast was crowded; okay overall
R003556	H015	Wed	Fall	Leisure	Direct	None	Premium	4	27	215.98	0	8	8	6	5	8	4	7	7	5	7	6	took too long to address; mobile check-in worked well; okay overall
R003557	H002	Fri	Summer	Business	OTA	Silver	Standard	1	40	149.15	0	1	5	1	1	1	3	4	3	3	3	5	wifi kept dropping; front desk was unhelpful; won’t be back
R003558	H016	Thu	Spring	Leisure	Corporate	Diamond	Standard	3	7	98.12	0	9	10	10	10	8	10	10	10	10	10	10	good coffee; great stay overall
R003559	H001	Sun	Winter	Leisure	Direct	Gold	Standard	5	19	146.17	0	8	10	7	9	7	8	8	8	10	9	10	noise from hallway; would definitely return
R003560	H017	Sat	Spring	Business	Corporate	Gold	Premium	5	6	138.09	0	4	3	2	3	3	1	4	4	4	3	2	hallways felt dirty; could hear neighbors; won’t be back
R003561	H001	Thu	Spring	Leisure	Direct	None	Standard	1	0	159.78	0	6	7	4	4	7	2	5	4	4	5	5	could hear neighbors; mobile check-in worked well; could be better
R003562	H017	Fri	Fall	Business	Direct	None	Standard	7	9	143.94	0	6	9	5	5	6	5	5	5	9	6	7	reasonable rate; limited breakfast options; met expectations
R003563	H019	Fri	Spring	Leisure	Corporate	Gold	Standard	6	11	274.87	1	6	6	5	2	6	4	4	5	3	4	5	wifi was weak in the room; needs improvement
R003564	H016	Mon	Winter	Business	Direct	None	Standard	3	12	193.14	1	9	9	6	10	9	5	6	6	8	8	9	wifi was weak in the room; AC was loud; okay overall
R003565	H020	Thu	Fall	Leisure	OTA	Silver	Standard	4	14	80.0	0	7	9	4	8	4	7	7	9	4	6	6	maintenance fixed it; okay overall
R003566	H010	Thu	Winter	Leisure	OTA	Gold	Standard	1	18	179.29	0	6	8	8	8	6	5	9	9	8	7	7	good value; okay overall
R003567	H013	Sun	Winter	Leisure	Corporate	None	Standard	3	4	172.6	0	5	5	7	5	2	5	4	2	5	5	5	quiet at night; okay overall
R003568	H013	Sun	Summer	Business	OTA	None	Standard	5	22	246.67	0	4	8	5	3	5	5	3	1	1	4	5	issue was resolved quickly; not what I expected
R003569	H001	Mon	Winter	Leisure	OTA	None	Premium	7	33	165.64	0	4	2	4	3	3	4	3	1	1	4	3	took too long to address; not what I expected
R003570	H018	Sat	Winter	Business	Corporate	Gold	Standard	5	34	163.92	0	6	6	5	7	7	5	5	9	4	6	4	staff was friendly; met expectations
R003571	H015	Fri	Fall	Leisure	OTA	None	Premium	2	15	286.78	0	7	7	5	4	1	7	5	3	1	4	4	problem wasn’t resolved; needs improvement
R003572	H009	Mon	Fall	Business	Group	None	Standard	7	29	110.87	1	5	4	3	4	5	5	4	3	5	3	3	mobile check-in worked well; needs improvement
R003573	H005	Wed	Fall	Business	Corporate	Diamond	Standard	4	10	222.86	0	10	10	9	8	10	10	10	10	9	9	9	great view from the room; great service from the team; great stay overall
R003574	H014	Sun	Summer	Business	OTA	Silver	Standard	6	14	178.83	0	7	8	5	5	5	6	8	4	10	6	6	reasonable rate; okay overall
R003575	H020	Wed	Winter	Business	Group	Silver	Standard	5	23	144.95	0	8	7	8	7	6	5	8	8	8	7	8	bed was comfortable; front desk was unhelpful; met expectations
R003576	H004	Fri	Fall	Business	OTA	Gold	Standard	3	14	136.11	0	10	8	8	8	7	9	6	10	8	9	9	great service from the team; noise from hallway; highly recommend
R003577	H019	Thu	Summer	Leisure	Direct	None	Standard	1	3	256.5	0	4	4	3	4	3	2	1	4	3	3	3	bathroom could be cleaner; not what I expected
R003578	H012	Fri	Winter	Business	Direct	Diamond	Standard	5	28	202.92	0	10	9	9	6	8	5	8	7	6	7	7	took too long to address; met expectations
R003579	H016	Thu	Spring	Leisure	OTA	Gold	Premium	7	8	211.07	1	9	9	7	9	7	9	9	7	9	9	7	good coffee; highly recommend
R003580	H003	Thu	Summer	Business	Direct	None	Standard	7	12	228.39	0	2	1	1	2	1	2	3	4	3	1	3	great service from the team; wifi was fast; won’t be back
R003581	H003	Sun	Winter	Leisure	OTA	None	Standard	7	31	195.51	0	1	3	3	2	1	3	1	1	2	1	1	great view from the room; won’t be back
R003582	H014	Wed	Spring	Leisure	OTA	None	Premium	3	24	111.34	0	4	4	6	4	10	4	6	4	2	5	6	room was spotless; slow response from staff; could be better
R003583	H006	Tue	Spring	Business	OTA	Silver	Standard	7	20	80.7	0	2	4	2	1	4	4	1	3	2	2	2	internet was reliable; needs improvement
R003584	H008	Wed	Summer	Leisure	Direct	Silver	Suite	1	0	267.38	0	9	10	9	10	6	8	8	8	8	8	8	room felt small; met expectations
R003585	H013	Sat	Winter	Leisure	Corporate	Silver	Standard	3	4	187.48	0	5	10	10	10	10	9	10	8	10	9	9	hallways felt dirty; great stay overall
R003586	H005	Thu	Summer	Leisure	OTA	Diamond	Standard	5	23	179.76	0	7	9	7	6	8	8	5	9	10	7	5	long line at check-in; okay overall
R003587	H007	Sat	Winter	Business	Direct	Silver	Standard	3	26	283.27	0	7	5	5	5	5	8	7	6	4	6	7	great service from the team; bed was comfortable; could be better
R003588	H008	Tue	Summer	Business	OTA	Gold	Standard	1	21	111.14	1	1	1	5	2	3	1	1	1	3	1	1	issue was resolved quickly; front desk was unhelpful; not what I expected
R003589	H008	Fri	Spring	Leisure	OTA	Silver	Standard	2	12	80.0	0	2	3	4	1	1	1	1	3	4	3	4	great view from the room; needs improvement
R003590	H015	Sat	Spring	Business	OTA	Silver	Standard	7	12	80.0	0	3	5	4	4	3	1	2	2	5	4	5	wifi kept dropping; not what I expected
R003591	H004	Thu	Summer	Leisure	OTA	None	Standard	3	21	143.15	0	3	5	3	4	2	4	1	2	1	3	3	room was spotless; won’t be back
R003592	H019	Fri	Summer	Business	Direct	Silver	Standard	2	3	182.03	1	4	6	4	3	3	4	7	3	4	4	5	good value; won’t be back
R003593	H015	Fri	Winter	Leisure	Corporate	Silver	Standard	5	19	258.5	0	6	5	3	8	5	6	7	5	10	6	8	could hear neighbors; overpriced for what you get; could be better
R003594	H001	Sat	Summer	Business	OTA	None	Standard	3	1	225.59	0	6	5	7	3	5	4	5	3	4	6	5	great view from the room; could be better
R003595	H012	Wed	Fall	Business	Direct	Gold	Standard	3	5	80.0	0	5	4	5	4	4	1	5	3	7	4	4	staff was friendly; noise from hallway; not what I expected
R003596	H004	Fri	Spring	Leisure	Corporate	Silver	Standard	7	20	343.04	0	8	7	6	6	7	5	8	5	10	7	5	long line at check-in; staff was friendly; could be better
R003597	H004	Wed	Summer	Leisure	OTA	None	Standard	4	25	150.37	0	5	5	5	4	5	8	4	4	3	5	5	keys didn’t work at first; issue was resolved quickly; met expectations
R003598	H015	Wed	Spring	Leisure	OTA	Gold	Standard	1	22	248.67	0	8	6	8	6	5	9	7	4	6	7	7	internet was reliable; AC was loud; could be better
R003599	H005	Thu	Fall	Leisure	OTA	None	Standard	7	5	207.76	0	5	6	7	6	6	4	7	5	3	6	5	staff was friendly; met expectations
R003600	H012	Wed	Spring	Business	OTA	Silver	Standard	1	0	175.32	1	8	8	6	5	3	3	7	2	8	6	6	reasonable rate; okay overall
R003601	H006	Mon	Fall	Business	OTA	Silver	Premium	5	18	160.78	1	4	5	5	3	1	4	7	4	5	3	5	great service from the team; not what I expected
R003602	H007	Sat	Summer	Business	Direct	None	Standard	1	0	108.26	0	6	9	5	7	6	4	8	5	7	6	6	quiet at night; issue was resolved quickly; could be better
R003603	H014	Fri	Summer	Business	Direct	None	Standard	2	29	97.73	1	7	7	8	8	6	5	6	2	9	8	8	overpriced for what you get; could be better
R003604	H014	Tue	Spring	Business	Group	None	Standard	7	5	165.03	1	9	7	9	7	9	7	6	8	7	7	7	internet was reliable; okay overall
R003605	H001	Tue	Summer	Leisure	OTA	None	Standard	2	45	91.71	0	2	2	2	4	2	2	3	3	4	2	2	wifi kept dropping; won’t be back
R003606	H018	Fri	Winter	Business	OTA	Silver	Standard	7	6	273.87	1	5	5	7	7	4	8	5	9	8	6	4	issue was resolved quickly; could be better
R003607	H012	Thu	Spring	Business	Direct	None	Premium	3	24	180.82	0	4	4	4	3	2	1	3	6	3	4	4	took too long to address; won’t be back
R003608	H006	Fri	Spring	Business	Corporate	Diamond	Standard	3	9	300.56	1	3	5	5	2	4	4	7	4	5	4	4	front desk was unhelpful; won’t be back
R003609	H003	Thu	Summer	Business	Direct	None	Suite	7	16	148.86	0	9	7	7	4	4	7	7	7	5	6	7	mobile check-in worked well; quiet at night; okay overall
R003610	H010	Sat	Fall	Business	Direct	None	Premium	6	20	139.57	0	5	8	4	3	4	6	7	6	4	5	5	reasonable rate; cleaning was excellent; okay overall
R003611	H014	Mon	Fall	Leisure	Direct	Diamond	Standard	3	28	210.45	1	8	7	9	7	7	5	9	8	5	7	9	maintenance fixed it; could be better
R003612	H001	Fri	Spring	Business	Corporate	Silver	Standard	6	30	159.44	0	5	4	5	3	7	2	4	2	7	5	6	mobile check-in worked well; great view from the room; could be better
R003613	H006	Wed	Fall	Leisure	OTA	Silver	Standard	4	27	233.39	0	5	4	5	2	3	3	6	5	4	4	5	long line at check-in; maintenance fixed it; needs improvement
R003614	H019	Wed	Fall	Leisure	Direct	Silver	Premium	1	30	261.29	0	6	6	5	4	3	8	9	2	6	6	5	long line at check-in; okay overall
R003615	H003	Sun	Fall	Leisure	Direct	Gold	Standard	2	11	240.95	0	8	5	7	6	4	7	4	8	7	6	6	reasonable rate; met expectations
R003616	H017	Sat	Summer	Leisure	OTA	None	Standard	2	26	256.87	0	5	6	5	6	4	7	4	3	6	5	7	room was spotless; okay overall
R003617	H005	Tue	Spring	Business	OTA	None	Standard	4	14	224.06	1	6	6	3	6	6	7	4	6	6	4	3	great service from the team; won’t be back
R003618	H011	Mon	Fall	Business	OTA	Diamond	Standard	7	30	142.06	0	6	5	5	4	5	3	5	5	3	5	6	good coffee; could be better
R003619	H016	Sat	Summer	Business	Direct	None	Standard	4	19	243.39	1	6	8	4	7	7	5	4	9	5	6	7	internet was reliable; met expectations
R003620	H020	Tue	Summer	Leisure	Corporate	Gold	Premium	2	25	216.86	0	6	6	7	5	6	5	8	6	5	7	7	wifi was fast; okay overall
R003621	H013	Sun	Spring	Leisure	Group	Silver	Standard	5	21	137.94	0	6	8	7	8	6	3	7	5	5	7	7	AC was loud; problem wasn’t resolved; could be better
R003622	H005	Wed	Winter	Business	OTA	Silver	Premium	4	27	145.55	0	9	9	10	10	10	9	10	9	10	9	10	wifi kept dropping; would definitely return
R003623	H002	Wed	Spring	Business	Direct	Gold	Standard	3	8	169.49	0	6	6	1	4	2	4	7	6	3	4	6	good coffee; needs improvement
R003624	H015	Mon	Summer	Leisure	OTA	Diamond	Standard	2	0	241.69	0	4	6	6	4	5	7	4	1	5	6	5	quiet at night; could be better
R003625	H012	Thu	Spring	Leisure	Direct	None	Standard	5	30	182.02	0	6	3	6	5	2	2	4	5	5	4	5	quiet at night; won’t be back
R003626	H016	Tue	Fall	Leisure	Direct	Silver	Standard	4	34	174.66	0	9	8	9	5	9	5	8	7	3	7	6	wifi was fast; okay overall
R003627	H020	Thu	Winter	Leisure	Direct	Gold	Standard	4	17	165.45	0	9	9	9	5	10	10	10	6	9	8	9	good coffee; could be better
R003628	H017	Sun	Winter	Leisure	Group	None	Standard	2	28	153.8	0	4	3	3	2	2	3	5	1	3	4	3	could hear neighbors; wifi was weak in the room; won’t be back
R003629	H011	Tue	Spring	Leisure	OTA	Gold	Standard	1	0	105.16	1	3	5	5	5	5	3	4	3	3	3	2	room was spotless; needs improvement
R003630	H014	Fri	Winter	Business	Corporate	Silver	Premium	2	11	222.71	0	5	4	9	6	8	8	6	5	5	6	8	AC was loud; could be better
R003631	H013	Tue	Spring	Business	OTA	None	Standard	5	19	113.96	1	6	10	8	7	8	6	5	9	10	7	8	fees felt high; could be better
R003632	H004	Fri	Summer	Leisure	OTA	Gold	Standard	1	0	179.06	0	7	10	5	6	5	4	4	5	5	6	4	room was spotless; mobile check-in worked well; could be better
R003633	H007	Wed	Fall	Leisure	Direct	Diamond	Standard	1	0	150.47	0	7	4	5	6	5	6	7	4	7	5	4	staff was friendly; okay overall
R003634	H002	Fri	Spring	Business	OTA	None	Standard	7	20	220.98	1	4	3	1	5	3	1	1	5	2	2	1	check-in was quick; won’t be back
R003635	H008	Sat	Spring	Leisure	Direct	Gold	Premium	2	11	154.48	0	7	5	3	5	8	3	9	6	10	7	7	staff was friendly; breakfast was great; could be better
R003636	H004	Sun	Fall	Business	OTA	None	Premium	1	14	114.63	0	4	5	4	4	4	5	4	6	6	4	3	maintenance fixed it; not what I expected
R003637	H018	Sun	Spring	Leisure	Direct	None	Premium	7	13	234.36	0	9	10	10	8	10	7	6	9	10	10	9	room was spotless; would definitely return
R003638	H018	Tue	Summer	Business	OTA	None	Premium	3	3	125.44	0	6	7	5	8	9	6	7	8	5	6	5	noise from hallway; limited breakfast options; could be better
R003639	H015	Mon	Summer	Leisure	OTA	Gold	Standard	1	15	184.28	0	4	8	7	4	6	6	7	5	4	5	5	front desk was unhelpful; check-in was quick; okay overall
R003640	H009	Mon	Fall	Business	Direct	None	Suite	3	18	251.43	1	6	7	8	6	5	2	5	5	6	5	4	noise from hallway; could be better
R003641	H001	Fri	Winter	Business	Direct	None	Standard	1	11	131.19	0	5	6	5	4	4	3	3	3	4	6	7	bed was comfortable; okay overall
R003642	H011	Tue	Fall	Business	Group	Gold	Standard	3	12	168.79	0	5	8	6	6	8	5	4	7	6	5	4	bathroom could be cleaner; could be better
R003643	H001	Sat	Fall	Leisure	Direct	None	Standard	7	16	149.13	0	5	4	6	5	3	5	3	7	4	5	5	AC was loud; okay overall
R003644	H001	Sun	Winter	Business	Direct	None	Standard	6	28	182.89	1	5	6	5	3	5	5	3	5	4	4	4	breakfast was crowded; not what I expected
R003645	H004	Tue	Summer	Business	Direct	None	Standard	3	17	170.89	1	3	3	2	4	5	3	1	1	1	3	3	limited breakfast options; wifi was weak in the room; won’t be back
R003646	H010	Wed	Spring	Leisure	OTA	Gold	Standard	3	0	230.22	0	10	10	10	10	10	9	10	10	10	10	9	wifi kept dropping; highly recommend
R003647	H015	Thu	Spring	Business	OTA	Silver	Standard	5	4	137.76	1	4	4	5	5	3	1	4	2	5	3	4	bed was comfortable; not what I expected
R003648	H009	Thu	Fall	Business	Direct	Gold	Premium	5	29	251.45	0	7	5	6	6	5	5	7	7	9	6	5	hallways felt dirty; could be better
R003649	H016	Thu	Winter	Business	OTA	None	Standard	6	10	271.28	0	5	5	6	6	3	6	3	6	9	5	6	internet was reliable; cleaning was excellent; met expectations
R003650	H011	Tue	Spring	Leisure	OTA	Silver	Standard	4	17	190.39	0	6	8	3	3	9	5	5	3	1	6	6	slow response from staff; met expectations
